@relation segment

@attribute original numeric
@attribute Mean_1.0 numeric
@attribute Variance_1.0 numeric
@attribute Mean_2.0 numeric
@attribute Variance_2.0 numeric
@attribute Mean_4.0 numeric
@attribute Variance_4.0 numeric
@attribute Mean_8.0 numeric
@attribute Variance_8.0 numeric
@attribute class {'class 1','class 2'}

@data
118,119.5,37.900002,119.727272,47.541126,122.290596,190.55275,121.964577,306.347992,'class 1'
117,121.166664,38.566666,119.454544,63.402596,119.213676,201.945328,121.401909,305.023804,'class 1'
123,120,34.400002,116.318184,90.798698,114.598289,230.55275,120.702995,313.04126,'class 1'
116,113.333336,114.666664,109.681816,146.798706,110.333336,222.879303,119.856949,322.010895,'class 1'
124,120.666664,33.466667,119.95652,79.588936,121.359711,213.797211,122.991608,304.327667,'class 1'
129,125.666664,26.266666,122.869568,83.482216,119.057556,219.721298,122.531174,308.316559,'class 1'
125,121.666664,87.866669,119.304344,149.221344,115.597122,242.126373,121.900482,315.14856,'class 1'
122,122.5,65.900002,122.217392,133.905136,120.217102,223.892944,124.027954,301.570801,'class 1'
132,131.166672,49.366665,127.652176,104.146248,119.125,228.54718,123.553764,306.081604,'class 1'
126,125,138.399994,123.304344,205.948624,117.368423,260.644836,122.794624,308.992218,'class 1'
119,124.166664,89.76667,124.173912,203.51384,119.418304,243.087036,124.794846,296.597748,'class 1'
137,133,71.599998,131,85.454544,120.281044,253.874435,124.277504,298.649109,'class 1'
132,129.5,61.900002,126.565216,156.166,120.352943,269.927246,123.447968,294.473724,'class 1'
123,122,155.199997,124.304344,206.584976,120.006538,264.098633,125.365242,284.250671,'class 1'
133,133.833328,60.966667,130.130432,128.391312,122.300652,254.461639,124.745354,284.536011,'class 1'
132,125.666664,160.666672,121.565216,161.984192,121.366013,266.167786,125.633217,270.284027,'class 1'
139,130.333328,81.466667,126.347824,120.87352,124.960785,233.445816,124.885437,269.529083,'class 1'
125,124,71.199997,123.045456,125.759743,126.965813,285.878143,124.334732,424.265076,'class 1'
125,122.833336,68.166664,119.090912,175.705627,123.435898,247.351456,122.214706,425.296997,'class 1'
128,125.166664,163.766663,120,259.238098,121.649574,224.677872,120.407234,410.216583,'class 1'
138,132.166672,204.166672,124.227272,287.326843,121.887932,265.422119,118.977814,380.134552,'class 1'
146,138.333328,82.26667,129.77272,247.136368,122.400002,292.723083,118.0019,347.045715,'class 1'
145,141.166672,48.566666,135.904755,231.390472,123.977272,309.148895,117.107758,311.331787,'class 1'
132,133.666672,93.466667,134.652176,88.691696,137.035965,221.918991,127.496407,405.258698,'class 1'
135,133.666672,65.066666,132.869568,114.845848,132.525177,241.193207,125.231689,415.644562,'class 1'
129,129.666672,71.066666,128.521744,112.16996,128.345322,244.488586,122.722221,427.145233,'class 1'
133,129.5,75.099998,125.391304,118.33992,125.179855,222.960175,120.499352,426.549011,'class 1'
139,133.666672,75.066666,125.91304,132.44664,123.395683,211.51622,118.635231,415.387604,'class 1'
147,138.333328,56.666668,129.347824,144.14624,123.253624,242.84761,117.129517,393.102356,'class 1'
145,141.166672,35.366665,135.304352,122.40316,122.592003,256.211212,116.276848,359.750122,'class 1'
141,145.166672,45.366665,141.72728,92.39827,123.285713,268.244507,115.530418,329.144775,'class 1'
140,137.5,119.900002,137.695648,113.221344,143.085526,137.005875,129.544083,379.542175,'class 1'
140,141,119.199997,139.652176,141.600784,140.315796,147.952591,128.21936,393.086395,'class 1'
152,145.666672,96.666664,140.782608,126.541504,136.434204,157.028763,126.402153,400.55069,'class 1'
148,145.166672,59.766666,139.130432,126.57312,132.76973,171.569138,124.045212,416.435455,'class 1'
140,137.833328,63.766666,133.347824,137.418976,129.25,183.923843,121.496124,429.731415,'class 1'
136,132,55.599998,130.043472,77.952568,126.263161,195.281281,119.175789,429.340851,'class 1'
133,131.833328,44.166668,128.608688,62.33992,124.197365,207.762115,117.262764,416.201447,'class 1'
135,133,79.599998,130.347824,67.87352,123.456955,240.263138,115.638702,394.155182,'class 1'
135,135.5,29.9,133.695648,92.221344,122.471016,267.097687,114.51506,367.948486,'class 1'
136,138.5,64.300003,138.27272,144.39827,122.017242,301.356232,113.708191,344.805298,'class 1'
156,149.166672,54.566666,144.130432,97.027664,139.516342,120.422432,129.067398,374.733551,'class 1'
155,151.833328,48.566666,146.782608,87.268776,137.300659,128.172165,127.543114,386.637268,'class 1'
160,155,7.6,147.565216,59.438736,134.45752,139.749832,125.489594,403.212433,'class 1'
155,150.833328,38.966667,144.391312,81.33992,131.993469,136.743378,123.030754,421.199646,'class 1'
145,141.666672,59.866665,137.260864,121.928856,129.470581,139.869202,120.405296,433.024139,'class 1'
132,132,66.400002,131.956528,71.407112,126.993462,161.059174,117.99572,426.308655,'class 1'
121,126.166664,34.166668,128.217392,52.632412,124.38562,199.922684,115.844215,412.152313,'class 1'
120,124,45.200001,126.260872,73.292488,122.625,263.083618,114.022415,394.707733,'class 1'
128,125.333336,54.266666,124.434784,155.529648,121.100716,326.844849,112.588074,374.892578,'class 1'
126,126.666664,112.666664,125.818184,247.298706,120.145302,375.608002,111.540878,358.516449,'class 1'
154,151,21.200001,147.304352,42.857708,136.392151,120.384674,128.903351,372.141357,'class 1'
149,150.666672,33.066666,148.391312,48.612648,134.738556,136.983826,127.069702,386.249084,'class 1'
155,152,32.799999,147,62.454544,132.215683,168.722916,124.698883,410.005981,'class 1'
153,148.166672,60.966667,142.869568,106.027664,129.92157,183.559601,122.115349,430.53418,'class 1'
139,138,100.400002,136.565216,105.89328,127.549019,182.420273,119.499527,434.015503,'class 1'
131,130.5,37.900002,130.652176,80.691696,124.862747,207.948135,116.950951,422.114838,'class 1'
122,123.666664,41.066666,124.391304,69.249008,121.522873,257.895844,114.609207,406.662781,'class 1'
116,116.833336,28.166666,118.95652,122.861664,118.842102,318.703369,112.587891,389.4104,'class 1'
114,112,142,112.91304,210.083008,117.035973,389.976959,111.015564,371.610138,'class 1'
107,109,175.199997,110,325.238098,115.341881,455.537292,109.741173,360.121429,'class 1'
145,145.666672,41.466667,144.565216,53.529644,134.901962,145.694275,128.728241,378.43454,'class 1'
140,142.333328,25.466667,142.347824,99.600792,133.333328,173.89473,126.650085,391.824127,'class 1'
143,140.333328,77.066666,138.478256,156.5336,130.92157,224.20433,123.948494,417.616913,'class 1'
138,136,144,134.304352,162.494064,127.431374,262.04953,121.102219,438.036682,'class 1'
125,129.5,58.700001,129.782608,138.541504,124.111115,266.849426,118.641495,433.816711,'class 1'
125,124.166664,21.366667,125.173912,88.422928,120.45752,291.578766,116.122025,416.004181,'class 1'
120,118.5,81.900002,118.260872,122.656128,116.392159,325.042572,113.79837,394.556641,'class 1'
108,109.166664,120.966667,110.608696,189.249008,112.486839,355.867371,111.660019,374.160339,'class 1'
92,97.5,147.899994,101.608696,236.612656,110.064751,392.771149,109.860497,355.479889,'class 1'
128,128.166672,85.76667,129.434784,129.075104,128.836609,290.41391,123.263023,418.849091,'class 1'
120,123.166664,71.366669,123.782608,164.723328,124.490196,306.119965,120.142487,432.421417,'class 1'
120,118.666664,44.666668,118.521736,142.988144,119.908493,305.938934,117.790222,425.192596,'class 1'
118,116.166664,46.966667,115.04348,134.40712,114.862747,333.342865,115.526512,408.344513,'class 1'
107,110.666664,99.066666,110.347824,166.237152,109.986931,351.368256,113.315475,384.075165,'class 1'
101,101,96,102.347824,210.14624,105.335526,338.317139,111.254036,360.926788,'class 1'
106,110.333336,65.066666,109.478264,117.897232,115.313728,304.664093,117.154526,420.921875,'class 1'
109,103.833336,78.166664,105.95652,130.134384,109.450981,313.591339,115.256508,405.431824,'class 1'
98,100.833336,75.76667,101.782608,127.814232,103.575165,303.798584,113.436073,382.541779,'class 1'
133,133.600006,361.299988,136.5,491.333344,136.527466,652.940918,126.469841,517.047607,'class 1'
155,153.600006,179.300003,151.25,304.200012,146.142853,437.590485,127.892067,515.511414,'class 1'
170,164.399994,42.299999,160.8125,93.095833,152.63736,224.944809,129.676193,503.538849,'class 1'
171,167,11.5,163.6875,28.895834,155.593399,125.77729,131.955551,464.039368,'class 1'
163,163.399994,28.299999,161.4375,52.262501,156.065933,108.484497,134.196823,392.298248,'class 1'
156,156.199997,25.700001,156.375,84.650002,154.043961,145.531387,135.766663,327.215729,'class 1'
149,150,47.5,152.25,104.199997,151.417587,172.957016,136.455551,303.091034,'class 1'
132,134.166672,210.96666,137,331.333344,135.384613,608.514587,125.038147,497.33551,'class 1'
152,150.666672,116.666664,150.909088,217.896103,143.98291,411.016937,126.290192,498.986603,'class 1'
162,162,56,159.863632,95.742424,150.153839,218.648544,127.813354,492.95694,'class 1'
166,165,42.799999,162.27272,47.350651,153.589737,128.123337,129.846054,460.93808,'class 1'
163,160,43.200001,158.681824,84.608223,154.324783,115.048775,131.84877,400.543274,'class 1'
155,152.333328,120.26667,152.909088,131.419907,152.846161,138.889923,133.17984,346.267761,'class 1'
135,136.166672,85.366669,136.956528,201.861664,134.057556,525.286499,123.721825,482.830078,'class 1'
145,146.666672,58.666668,148.521744,145.169968,141.330933,388.860718,124.792564,486.411896,'class 1'
154,155.333328,53.066666,156.347824,105.600792,146.928055,252.154205,126.286568,480.029419,'class 1'
155,157.333328,67.466667,157.91304,98.264824,150.597122,164.343765,128.140289,454.125549,'class 1'
149,151.333328,95.466667,153.347824,142.782608,151.618698,136.68689,129.972427,409.078461,'class 1'
136,142.333328,140.666672,147.695648,149.221344,151.028778,134.868729,131.249405,361.222229,'class 1'
141,141.333328,102.666664,143.652176,150.87352,137.73027,385.694977,123.913979,461.717041,'class 1'
151,149.833328,60.166668,149.391312,154.158096,142.506577,315.377441,125.340858,456.347626,'class 1'
151,151.333328,21.066668,151,110.818184,145.973679,255.800629,127.084946,443.031525,'class 1'
146,144.833328,79.366669,147.695648,106.40316,147.486847,207.867371,128.863434,408.647644,'class 1'
127,135.666672,38.266666,144.347824,78.600792,147.611847,172.861588,130.104294,370.633881,'class 1'
141,138.5,210.300003,139.91304,248.264816,135.745102,397.84906,125.213081,435.550781,'class 1'
147,144.5,82.300003,142.130432,178.57312,138.823532,369.554169,126.920715,427.66037,'class 1'
147,142.5,43.900002,141.782608,78.08696,140.934647,304.600952,128.561935,404.758301,'class 1'
109,111.333336,108.666664,112,171.818176,112.888885,264.099426,115.249786,416.401093,'class 1'
98,105.666664,142.266663,111.04348,210.316208,113.640526,282.205444,117.707718,415.257385,'class 1'
106,112,85.199997,115.217392,153.723328,113.470589,292.750763,112.371208,437.575623,'class 1'
126,121.5,137.100006,119.347824,181.418976,115.274513,256.792572,115.087601,444.687622,'class 1'
123,118.666664,192.266663,119.304344,247.221344,114.209152,282.140167,118.021683,450.957001,'class 1'
105,109.5,219.100006,110.608696,296.703552,111.300652,325.237946,120.898529,444.608612,'class 1'
88,99.666664,205.46666,106.826088,216.695648,109.92157,373.730652,109.489159,449.656342,'class 1'
105,110.5,235.5,117,234.818176,115.424835,295.706482,112.219429,468.122803,'class 1'
129,126.166664,128.566666,123.608696,175.430832,116.575165,246.36438,115.23764,483.627502,'class 1'
133,128.833328,36.166668,126.739128,203.837952,115.065361,273.232544,118.588898,490.71106,'class 1'
121,120.166664,311.366669,117.304344,331.312256,111.54248,323.670868,121.727669,477.927521,'class 1'
93,99.833336,182.166672,105.95652,327.498016,108.032677,328.794983,124.335648,457.565186,'class 1'
85,97,160.800003,103.91304,216.537552,110.019608,377.164093,109.792717,470.56723,'class 1'
108,109.333336,195.866669,115.521736,224.5336,115.437912,288.076721,112.606247,503.221558,'class 1'
126,125,76,124.95652,158.952576,116.562088,237.103027,115.915001,532.54657,'class 1'
130,132,14,129.565216,81.529648,115.143791,251.137085,119.493492,536.248413,'class 1'
132,128,122.800003,121.695656,208.03952,112.477127,283.014282,122.795319,509.070923,'class 1'
110,110.833336,173.366669,109.173912,297.150208,110.071892,299.843475,125.471809,482.565399,'class 1'
88,89,70.400002,92.652176,177.87352,100.934639,378.456238,108.69471,480.937958,'class 1'
102,100.833336,158.96666,103.130432,195.57312,108.30719,352.766846,111.115349,512.607361,'class 1'
116,114,64.400002,114,147.181824,113.529411,283.079712,113.892456,549.205444,'class 1'
125,125,33.599998,122.652176,82.600792,115.30719,223.398438,117.23764,581.82019,'class 1'
134,130.666672,10.266666,126,68.818184,115.032677,211.005508,120.81353,578.797668,'class 1'
133,126.5,52.700001,119.695656,166.03952,114.163399,225.821808,124.166519,542.258728,'class 1'
118,113.666664,122.666664,110.869568,202.57312,113.496735,291.475311,126.883781,504.89447,'class 1'
86,92.333336,86.26667,95.608696,136.885376,99.189545,297.904633,110.790977,523.160278,'class 1'
101,103.833336,104.566666,104.695656,145.221344,105.483658,287.264526,113.43972,556.196228,'class 1'
115,113.833336,51.366665,113,94.181816,110.46405,239.092453,116.160454,593.190369,'class 1'
123,121.166664,34.166668,118.260872,69.837944,113.529411,190.869202,119.313095,619.045105,'class 1'
130,124.666664,40.666668,119.434784,80.075096,115.274513,163.884674,122.719864,614.71051,'class 1'
108,106.666664,35.466667,105.173912,70.241104,103.183006,217.966293,116.252388,585.66626,'class 1'
115,114.333336,30.666666,111.478264,48.533596,108.006538,168.138107,118.941025,612.826355,'class 1'
118,117,35.599998,115.04348,51.67984,112.209152,137.877014,121.891586,631.178345,'class 1'
123,119.5,47.5,115.260872,73.01976,115.209152,146.824387,125.077187,630.213684,'class 1'
112,108.333336,61.466667,105.739128,54.928852,101.751633,175.161591,118.995667,598.697021,'class 1'
122,114.5,27.9,110.08696,41.719368,106.660133,130.660049,121.76149,615.589783,'class 1'
116,116.666664,21.866667,113.130432,40.664032,111.359474,125.126503,124.570686,627.30426,'class 1'
104,108.333336,32.666668,106.08696,53.62846,102.104576,162.567932,121.496964,592.326599,'class 1'
116,113.5,43.900002,109.173912,47.695652,107.052284,146.734085,124.425842,602.413086,'class 1'
118,113,44.400002,110.95652,40.588932,112.372551,177.866867,127.218559,607.606689,'class 1'
122,121.5,15.1,120.652176,82.87352,114.934639,179.035172,110.835213,337.087402,'class 1'
126,120,86,117.260872,109.837944,113.738564,194.575943,111.98439,331.336548,'class 1'
110,108.333336,177.066666,109.521736,185.897232,110.77124,201.967056,113.983521,343.462402,'class 1'
118,116.833336,124.566666,116.08696,106.44664,112.490196,209.119965,109.274071,331.610596,'class 1'
133,124,26.799999,116.478264,64.5336,112.359474,200.02124,110.718994,337.080688,'class 1'
122,118.5,91.5,114.130432,117.754944,110.058823,195.989944,112.917603,352.716309,'class 1'
113,111.833336,81.366669,111.173912,128.150192,109.666664,229.157898,107.803123,327.85791,'class 1'
124,121.166664,56.966667,115.739128,70.928856,110.215683,183.946594,109.717262,345.268951,'class 1'
121,118.666664,36.666668,115,68.727272,108.54248,169.841934,112.149178,364.951691,'class 1'
113,113.166664,80.566666,109.08696,127.083,107.352943,176.953568,108.59063,358.417328,'class 1'
122,112.166664,96.566666,110.434784,97.166008,106.810455,147.246735,111.307892,386.258423,'class 1'
96,103.166664,139.766663,103.739128,92.201584,104.718956,136.26918,110.403297,411.379761,'class 1'
92,91.666664,50.266666,88.608696,63.249012,84.516342,72.23822,94.091934,354.35611,'class 1'
93,92.5,63.099998,88.608696,63.067192,84.202614,70.24157,93.69384,320.808105,'class 1'
95,95.833336,55.766666,90.565216,82.075096,85.346405,120.530533,94.364265,407.332458,'class 1'
104,96.333336,51.866665,89.695656,68.40316,83.470589,86.763931,93,323.697906,'class 1'
103,95.5,49.099998,89.04348,73.407112,82.503265,81.449005,92.672157,289.59903,'class 1'
107,95.5,88.300003,88.826088,79.78656,86.320259,190.100708,96.076324,500.49765,'class 1'
102,97.833336,50.166668,88.826088,122.513832,83.581696,119.02124,93.775368,396.150024,'class 1'
99,94.666664,90.26667,89.521736,109.897232,82.202614,91.912628,92.5438,312.456635,'class 1'
96,93,86,87.08696,107.719368,81.411766,89.520126,92.450127,283.292877,'class 1'
98,93.333336,39.466667,85.95652,124.952568,82.137253,103.09288,93.982651,401.714966,'class 1'
88,88.166664,138.96666,86.130432,103.93676,81.751633,101.911591,92.908936,330.386658,'class 1'
132,127.666664,65.866669,127.565216,104.89328,126.104576,295.857422,126.205154,436.556091,'class 1'
137,135.666672,14.666667,133.782608,129.177872,129.45752,257.591919,127.459106,412.968567,'class 1'
140,141.333328,26.266666,138.130432,110.300392,130.888885,223.994156,128.479568,382.112915,'class 1'
145,139.833328,51.766666,136.652176,134.87352,131.705887,200.958984,129.412323,347.755981,'class 1'
119,121.666664,18.266666,125.695656,72.7668,127.328949,306.222198,127.087097,465.347626,'class 1'
126,131.833328,73.76667,132.869568,108.300392,132.202621,285.623138,128.697723,438.909515,'class 1'
140,141,78.400002,140.82608,130.059296,134.751633,251.780014,130.09758,407.732788,'class 1'
146,147.666672,51.466667,146.130432,83.664032,135.901962,229.220581,131.311722,369.788086,'class 1'
149,148.5,24.299999,143.739136,108.474312,135.875824,211.201584,132.386292,332.365845,'class 1'
145,139.5,104.699997,135.521744,190.260864,135.38562,191.883209,133.023422,311.587128,'class 1'
126,129,72.800003,130.608688,102.612648,132.98027,271.171783,129.413971,462.981293,'class 1'
142,137.833328,101.76667,139.17392,158.150192,137.869278,237.943329,130.944504,430.219147,'class 1'
151,149.166672,56.566666,147.782608,132.08696,140.633987,199.233582,132.397766,394.498383,'class 1'
158,155.5,39.099998,152.17392,49.513832,141.38562,184.501633,133.64032,360.280304,'class 1'
158,154.333328,21.466667,150.521744,77.442688,140.803925,205.829727,134.698792,324.987396,'class 1'
149,146.833328,65.76667,142.608688,177.612656,139.745102,223.112228,135.326111,300.176544,'class 1'
136,135.666672,57.866665,137.17392,172.241104,137.092102,255.779541,131.630112,442.338806,'class 1'
144,147.333328,71.066666,146.695648,163.7668,142.176468,205.567337,133.011887,410.368896,'class 1'
157,156.333328,66.666664,153.695648,87.130432,145.222229,155.476608,134.356873,377.613922,'class 1'
164,160,12.8,156.565216,35.438736,146.130722,149.785431,135.530197,349.020874,'class 1'
159,158,13.2,155.217392,39.632412,145.555557,176.945908,136.56076,317.374237,'class 1'
153,152.333328,31.466667,149.695648,103.494072,144.418304,217.665985,137.222031,293.981903,'class 1'
147,144.666672,91.866669,143.347824,171.782608,142.111115,261.494141,136.849091,301.525818,'class 1'
141,139.166672,88.566666,139.304352,162.03952,139.522873,292.790588,135.548141,332.548248,'class 1'
141,138.166672,138.566666,137.695648,174.948624,137.130722,321.61438,133.623596,375.509247,'class 1'
133,135.5,119.099998,134.91304,198.901184,134.862747,340.684998,131.348648,418.218597,'class 1'
133,132.166672,132.96666,132.217392,240.268768,132.045746,350.846588,129.081528,448.111389,'class 1'
137,132,136.800003,129.17392,231.78656,127.986931,360.184052,127.016479,470.186371,'class 1'
128,127.166664,126.966667,125.391304,186.885376,123.320259,345.021759,125.059845,484.849701,'class 1'
114,124,125.599998,131.869568,181.845856,137.050354,253.29454,132.950836,444.226868,'class 1'
139,139.833328,221.366669,141.521744,232.715408,141.085526,246.595291,133.75592,416.522705,'class 1'
157,153.833328,120.566666,150.91304,141.355728,145.862747,190.106033,135.037659,387.181122,'class 1'
166,159.833328,19.366667,157.217392,48.268776,148.928101,132.672424,136.254654,355.855103,'class 1'
157,161,15.2,160,10.181818,150.15033,112.220673,137.378326,326.526947,'class 1'
156,158,4,158.91304,18.719368,149.77124,131.717056,138.4375,298.223724,'class 1'
159,157.333328,7.466667,154.956528,66.407112,148.810455,171.509888,139.085861,285.094177,'class 1'
157,155.333328,82.666664,152.130432,120.209488,147.326797,201.181976,138.744141,295.211395,'class 1'
150,152.166672,56.166668,150.347824,137.14624,145.503265,233.475311,137.62619,317.154419,'class 1'
153,151.833328,60.966667,148.478256,148.624512,143.653595,271.320007,135.904602,347.685333,'class 1'
153,148.666672,86.666664,147.565216,151.802368,141.320267,293.048065,133.688644,391.598297,'class 1'
149,149.166672,96.166664,145.82608,184.51384,138,314.236847,131.419769,426.806274,'class 1'
151,148,65.199997,142.565216,197.62056,133.54248,339.644562,129.222031,458.035736,'class 1'
143,138.666672,127.066666,135.434784,193.075104,128.986923,326.013,127.203819,482.089508,'class 1'
119,127,171.199997,134.130432,197.754944,140.669067,246.324478,135.003601,406.978394,'class 1'
142,142.166672,168.566666,143.956528,198.134384,144.756577,223.523132,135.741928,382.510284,'class 1'
152,152.166672,46.966667,152.608688,111.430832,149.071899,163.527695,136.95639,355.398895,'class 1'
157,159.333328,24.666666,157.695648,35.494072,152.333328,103.960526,138.190521,327.242737,'class 1'
162,160.333328,7.066667,159.956528,13.86166,153.509811,76.830498,139.35257,296.251587,'class 1'
161,160.5,5.1,160.130432,12.118577,153.281052,89.229706,140.362854,271.637115,'class 1'
161,162.5,19.1,160.043472,30.498024,152.588242,115.467491,140.955765,260.030151,'class 1'
171,163.666672,41.466667,159.17392,53.422924,151.496735,141.777954,140.520386,272.537994,'class 1'
163,162,59.200001,158.17392,76.78656,150.30719,160.530014,139.219421,298.181854,'class 1'
165,161.333328,36.266666,157.434784,72.075096,149.032684,180.505508,137.383347,328.562988,'class 1'
160,160,28.799999,156.782608,76.905136,146.339874,211.949524,135.15004,369.096405,'class 1'
163,159.666672,28.666666,155.391312,74.430832,142.450974,262.025543,132.919342,404.471802,'class 1'
161,157.166672,30.566668,151.130432,112.300392,137.869278,303.206482,130.86557,436.053955,'class 1'
136,134.5,120.300003,137.521744,200.169968,142.992813,263.746338,136.690643,372.809357,'class 1'
145,144.333328,27.466667,146.347824,115.146248,147.263153,228.036255,137.464523,349.969147,'class 1'
146,149.833328,19.766666,153.217392,46.177864,151.745102,154.283279,138.820618,319.784271,'class 1'
157,156.166672,30.566668,157.260864,34.565216,154.797379,81.399467,140.065048,292.579956,'class 1'
163,161.166672,6.966667,159.304352,19.58498,155.901962,51.4048,141.195389,264.160889,'class 1'
162,161.5,2.3,161,13.181818,155.660126,67.370567,142.273438,238.221436,'class 1'
163,163.666672,17.066668,162.17392,15.332016,155.130722,89.574905,142.718124,232.407455,'class 1'
172,166.5,19.1,162.260864,25.747036,154.490189,95.593651,142.023422,252.851013,'class 1'
167,165.333328,29.866667,162,39.81818,153.784317,105.815018,140.446655,286.283813,'class 1'
170,165.166672,10.966666,161.08696,33.44664,152.398697,134.58342,138.320908,323.858734,'class 1'
165,162.5,21.1,159.82608,44.96838,149.705887,178.011612,135.937561,364.056854,'class 1'
163,160,56.799999,156.391312,114.521736,145.575165,231.719635,133.743271,391.97049,'class 1'
137,138.833328,108.566666,140.695648,173.221344,143.640289,318.043579,138.111511,340.716248,'class 1'
145,146.166672,33.766666,148.043472,80.316208,148.184204,265.502258,139.01828,321.294617,'class 1'
148,150.833328,26.966667,153.434784,43.166008,152.712418,162.350967,140.357773,292.366913,'class 1'
157,158,37.599998,157.521744,40.806324,155.61438,73.317421,141.565979,266.926819,'class 1'
164,161.333328,19.466667,160,21.272728,156.503265,51.606895,142.742447,239.951385,'class 1'
159,161.333328,3.066667,160.347824,21.60079,156.379089,63.171139,143.739578,215.843506,'class 1'
162,161,10,161,30.454546,156.549026,70.051857,144.102341,215.647507,'class 1'
161,161.333328,45.466667,161.782608,37.450592,156.143784,76.229187,143.299225,239.782791,'class 1'
157,160.333328,35.066666,161.739136,34.20158,155.38562,99.909531,141.489166,283.250092,'class 1'
160,160.5,52.299999,160.043472,49.588932,153.862747,144.145508,139.070251,325.263275,'class 1'
157,155.333328,85.466667,155.869568,127.57312,151.15686,190.001541,136.64267,363.184692,'class 1'
133,135.333328,183.46666,139.565216,288.347839,142.719421,368.725067,139.026382,317.411072,'class 1'
147,147,66,148.869568,149.845856,147.098679,307.758423,140.137634,302.590302,'class 1'
156,154.833328,46.166668,155.043472,71.770752,151.46405,196.763504,141.474731,274.448029,'class 1'
165,162.833328,37.366665,158.695648,40.221344,154.07843,112.638542,142.625458,253.547958,'class 1'
168,164.333328,11.466666,160.304352,24.766798,155.019608,88.374611,143.678513,230.36055,'class 1'
161,159.5,33.099998,159,48.909092,155.490189,86.462074,144.618057,210.512543,'class 1'
156,157.166672,62.166668,158.434784,63.802372,156.104568,94.633728,145.097137,201.957565,'class 1'
152,155.666672,53.466667,159.043472,64.498024,156.241837,98.684555,144.244583,227.296036,'class 1'
151,154.833328,25.366667,158.391312,54.794468,155.346405,120.662109,142.383347,276.675842,'class 1'
151,153.666672,53.066666,155.82608,97.513832,153.810455,167.95726,139.930618,322.281647,'class 1'
142,145.833328,159.366669,149.565216,239.347824,150.967316,210.768661,137.466614,358.563324,'class 1'
126,127.5,339.5,134.217392,429.723328,140.294968,416.963104,139.594727,301.024017,'class 1'
147,146.5,152.699997,146.739136,298.019775,144.164474,373.025757,140.861298,292.003357,'class 1'
159,158.166672,65.366669,154.956528,110.407112,148.176468,283.856812,142.210114,268.566925,'class 1'
171,163,50.799999,158.652176,37.328064,150.673203,202.760925,143.236984,250.288895,'class 1'
168,162.666672,58.266666,158.08696,66.719368,152.196075,156.290253,144.14476,228.945251,'class 1'
151,154.166672,105.76667,155.130432,129.936752,153.372543,133.590561,144.957458,214.754929,'class 1'
145,149.5,81.900002,154.434784,124.347824,154.450974,127.788696,145.451859,204.016998,'class 1'
147,150.833328,58.966667,154.608688,93.158104,154.941177,131.410995,144.718994,225.285553,'class 1'
154,152.166672,17.366667,153.695648,63.494072,153.915039,149.433517,142.981781,273.418945,'class 1'
156,152.166672,45.366665,150.782608,110.632408,152.137253,189.934982,140.527313,325.560242,'class 1'
141,143.5,243.5,144.478256,228.80632,148.908493,233.110001,138.169998,360.233246,'class 1'
112,119.5,360.299988,128,418.363647,136.870499,449.026581,139.676254,293.818237,'class 1'
141,140.5,309.899994,140.043472,374.952576,140.217102,437.455872,141.188171,286.387604,'class 1'
154,149.833328,79.366669,149.869568,194.118576,144.143784,354.426544,142.622406,265.640015,'class 1'
151,156.833328,61.366665,152.782608,136.814224,146.666672,286.894745,143.678436,243.141159,'class 1'
158,152.833328,120.566666,151.17392,176.422928,148.816986,219.584717,144.377441,224.100082,'class 1'
141,143.166672,169.366669,146.652176,165.600784,150.496735,176.580582,144.934021,216.911377,'class 1'
136,140,65.599998,146.217392,153.632416,152.006531,161.032852,145.343445,208.486099,'class 1'
143,145.666672,69.066666,148.695648,105.130432,152.862747,140.974457,144.614044,231.65387,'class 1'
148,148.833328,12.966666,150.869568,57.664032,151.653595,157.148956,142.844757,283.502777,'class 1'
150,148.666672,23.066668,149.434784,36.711464,149.313721,199.519348,140.586304,336.366028,'class 1'
149,145,30,143.391312,110.33992,145.640518,238.179138,138.450134,369.463013,'class 1'
129,129.333328,238.666672,131.391312,323.339935,136.322372,436.19339,140.988174,282.672638,'class 1'
137,139.5,135.5,137.82608,274.150208,140.07843,366.967499,142.445984,261.253265,'class 1'
149,141.166672,118.166664,140.652176,243.237152,142.679733,300.94281,143.53717,239.333496,'class 1'
140,140,190,139.565216,234.802368,145.274506,249.832047,144.033752,229.113525,'class 1'
122,131.333328,66.26667,137.782608,136.814224,147.437912,212.458298,144.252609,229.116852,'class 1'
126,130.666672,49.066666,138.347824,112.87352,149.431366,178.194275,144.419769,227.167389,'class 1'
140,141,65.599998,142.739136,108.747032,150.267975,147.750092,143.592361,254.687851,'class 1'
148,148.166672,21.766666,147.565216,52.0751,148.751633,157.674744,141.889847,310.7995,'class 1'
148,148.833328,1.766667,147.739136,20.928854,146.202621,183.833679,139.810928,360.955536,'class 1'
150,146.5,13.1,143.043472,36.134388,142.653595,204.096313,137.918472,386.42218,'class 1'
126,126.5,65.5,130.608688,128.249008,141.098038,252.29953,142.99733,246.349319,'class 1'
125,125.333336,5.466667,130.608688,60.067192,143.660126,232.699524,143.078125,251.569916,'class 1'
126,128.833328,38.966667,134.08696,71.81028,146,190.184204,142.922806,258.16156,'class 1'
141,140.333328,65.466667,140.82608,92.422928,147.15033,150.0233,141.840424,294.639435,'class 1'
